,DOB,Image,Summary,Name
990,02-05-1991,https://upload.wikimedia.org/wikipedia/commons/8/87/Gayathrie_Shankar.jpg,"Gayathrie Shankar is a Tamil film actress, who appears in leading roles. She debuted in 2012 with 18 Vayasu, and is best known for her role in Naduvula Konjam Pakkatha Kaanom. She has since featured in various movies like Ponmaalai Pozhudhu, Rummy, Oru Nalla Naal Paathu Solren, Puriyatha Puthir, etc. Vella Raja saw her dabble in web series. She will be seen in Super Deluxe and Maamanithan in 2019.
",Gayathrie
991,,,"Gayathri  (born 1960) is an Indian actress from Punjab who is known for heroine roles in Kannada movies like Auto Raja (1980), Vasantha Geetha (1980), Sukha Samsarakke Hanneradu Sutragalu (1984), Ade Kannu (1985) and Jwaalamukhi (1985). She is the wife of actor Anant Nag.[1][2][3]
",Gayatri
992,,,"Gayatri Jayaraman is an Indian actress, who has appeared in predominantly Tamil, Kannada, Telugu and Malayalam language films. She began her career playing both lead and supporting roles in Tamil television series.
",Gayatri Jayaraman
993,20-03-1977,https://upload.wikimedia.org/wikipedia/commons/0/04/Gayatri_Joshi_in_2018.jpg,"Gayatri Joshi (Hindi: गायत्री जोशी; born 20 March 1977) is a model turned former Bollywood actress. Her first and only film was Swades (2004).
",Gayatri Joshi
994,,https://upload.wikimedia.org/wikipedia/commons/1/12/Gayatri_Patel.jpg,"Gayatri Patel Bahl is an American born Indian actress, filmmaker, and Indian classical dancer, who appears in Hindi and English language films.
",Gayatri Patel
995,,https://upload.wikimedia.org/wikipedia/commons/7/72/Geeta_Bali_in_Naya_Ghar_%281953%29.jpg,"Geeta Bali  (1930 ‒ 21 January 1965) was an Indian film actress who appeared in Hindi language films. She was considered one of the most spontaneous and expressive stars of Bollywood for her acting.[2]
",Geeta Bali
996,13-03-1984,https://upload.wikimedia.org/wikipedia/commons/1/1e/Geeta_Basra_FilmiTadka.jpg,"Geeta Basra (born 13 March 1984) is a British actress who has appeared in Bollywood films. She is married to Indian cricketer Harbhajan Singh.
",Geeta Basra
997,23-11-1930,https://upload.wikimedia.org/wikipedia/commons/b/be/Portrait_of_Indian_playback_singer_Geeta_Dutt.jpg,"Geeta Dutt (born Geeta Ghosh Roy Chowdhuri; 23 November 1930 – 20 July 1972[1]) was a prominent Indian playback singer and a famous Hindi and Bengali classical artist, born in Faridpur before the Partition of India. She found particular prominence as a playback singer in Hindi cinema. She also sang many modern Bengali songs, both in the film and non-film genre.
",Geeta Dutt
998,14-07-1963,,"Geetha Kadambee (born 14 July 1963) is an Indian actress who appears in Malayalam, Tamil, Kannada, Telugu and Hindi films. She debuted in the Tamil film Bairavi (as Rajinikanth's sister). Since then she has acted in over 200 films in all major South Indian languages, and in a few Hindi films.[1][2] She also appears in South Indian television serials. Geetha has won two Filmfare Awards South and a Karnataka State Film Awards and Kerala State Film Awards each.[3]
",Geetha
999,08-06-1981,https://upload.wikimedia.org/wikipedia/commons/5/53/Ms._Geetu_Mohan_Das%2C_Director_of_the_film_%E2%80%98Kelkunnundo%E2%80%99_at_the_presentation_of_the_film%2C_during_the_40thInternational_Film_Festival_%28IFFI-2009%29%2C_at_Panaji%2C_Goa_on_November_28%2C_2009.jpg,"Gayathri Mohandas (born 8 June 1981) known professionally as Geetu Mohandas is an Indian film actress and director known for her works in Malayalam cinema and Bollywood.[1][2] In 2013, she directed the socio political film Liar's Dice which has received two National Film Awards, was premiered at Sundance Film Festival,[3] and was chosen by the Government of India as India's entry for the U.S. 87th Academy Awards, popularly known as the Oscars, but was not shortlisted or nominated.[4]
",Geetu Mohandas
1000,05-08-1987,https://upload.wikimedia.org/wikipedia/commons/c/cb/Genelia_Dsouza_at_Ebay_Dream_House_%282010%29.jpg,"Genelia Deshmukh (née D'Souza; born 5 August 1987)[1][2] is an Indian film actress and model. She has appeared in Telugu, Hindi, Tamil, Kannada and Malayalam films. After gaining wide attention in a Parker Pen commercial with Amitabh Bachchan, Genelia began her acting career with the box-office hit Tujhe Meri Kasam in 2003[citation needed]. She was recognized for her role in Boys the same year, and later established herself in Telugu cinema by acting in several Telugu films during 2003–2012.
",Genelia D'Souza
1001,,,"Girija (Telugu: గిరిజ) is a Telugu film actress and comedian of 1950 and 1960s. She was born on 3 March 1938, in Kankipadu, Andhra Pradesh. Her first movie was Kasturi Sivarao's Paramanandayya Shishyula Katha (1950). She acted in many films with Relangi Venkataramaiah and became famous hit comedian pair. Her portrayal of Pathala Bhairavi in 1951 hit film Patala Bhairavi displayed her talents and resulted in her getting many film offers lasting about two decades. She also acted in Tamil films during the fifties. She married C. Sanyasi Raju, who started a film company named Vijaya Giri Dhwaja Productions (named after Girija) and produced a number of movies. Her daughter Saleema is also an actress who acts mainly in Malayalam movies.
",Girija
1002,,,"Girija Lokesh is an Indian actress and occasional film producer who works in Kannada cinema, and a theatre actor.[1] She is the widow of actor Lokesh, and is the mother of former actress Pooja Lokesh, and actor and television presenter Srujan Lokesh.[2] In recognition of her contribution towards Kannada cinema, she was honoured with Rajyotsava Award by the Government of Karnataka in 2013.[3]
Honoured with She's Divine Award by I and You Being Together Foundation 2015
",Girija Lokesh
1003,20-07-1969,https://upload.wikimedia.org/wikipedia/commons/c/c3/Girija_Shettar.jpg,"Girija Shettar (born 20 July 1969) [1] is a former Indian film actress of  mixed   origin, known for her works in South Indian films.[2] In 1989, Shettar starred in Maniratnam's film Geethanjali.[3] She then did the Malayalam film Vandanam, directed by Priyadarshan, in which she starred alongside Mohanlal.
",Girija Shettar
1004,16-11-1988,https://upload.wikimedia.org/wikipedia/commons/8/89/Giselli_Monteiro.jpg,"Giselli Monteiro (born 16 November 1988) is a Brazilian former model and Bollywood actress. She made her film-debut playing Harleen Kaur in the 2009 Bollywood film Love Aaj Kal, directed by Imtiaz Ali.
",Giselli Monteiro
1005,01-02-1984,https://upload.wikimedia.org/wikipedia/commons/2/2d/Gopika_2008.jpg,"Gopika (born 1 february 1984[2] as Girly Anto) is an Indian film actress, who has predominantly starred in Malayalam films. Starting her career as a model, she ventured into acting with the film Pranayamanithooval (2002). She went on to appear in over 35 films, working in the Tamil, Telugu and Kannada film industries as well. She is well known for her role in Autograph, directed by Cheran.
",Gopika
1006,,https://upload.wikimedia.org/wikipedia/commons/b/ba/GowriPandit.jpg,"Gowri Pandit is an Indian model and actress. She made her acting debut in the 2005 film Andhrudu. She also appeared in Hero Honda commercial with Barun Sobti.[1]
",Gowri Pandit
1007,10-08-1985,,"Gowri Munjal (born 10 August 1985) is an Indian film actress and model. She has frequently appeared in South Indian films and is probably best known for her performance as Mahalakshmi Somaraju in her debut film Bunny.[1]
",Gowri Munjal
1008,03-01-1979,https://upload.wikimedia.org/wikipedia/commons/3/39/Gul_LFW-2017.jpg,"Gul Panag (born Gulkirat Kaur Panag, 3 January 1979;[1] Chandigarh, India) is an Indian actress, voice actress, model, and former beauty queen who competed in the Miss Universe pageant. Panag began her career in Bollywood, with the 2003 film Dhoop. Since then, she has worked in films like Jurm and the TV series Kashmeer.[3] Her notable films include Dor, Dhoop, Manorama Six Feet Under, Hello, Straight, and Ab Tak Chhappan 2.
",Gul Panag
1009,09-08-1991,https://upload.wikimedia.org/wikipedia/commons/f/fb/Hansika_Motwani_celebrates_her_birthday_at_Arth_Bar_%2806%29.jpg,"Hansika Motwani is an Indian actress who mainly appears in Tamil films. She also appears in Telugu and Hindi films, and has done a number of films in Malayalam and Kannada. Hansika made her film debut in Telugu cinema with Desamuduru film, and became the recipient of numerous accolades, including Filmfare Award for Best Female Debut – South.
",Hansika Motwani
1010,,,"Harini (born 1937) is a former actress in the Kannada cinema. She was active during the 1950s and 1960s, retiring at the peak of her career. As of 2006 she lived in Bangalore.[1]
",Harini
1011,29-10-1991,,"Shruthi Chandrasena, known professionally as Hariprriya, is an Indian film actress and model who chiefly works in Kannada and Telugu films. She has also appeared in several regional films of Tamil, Malayalam, and Tulu cinemas. Hariprriya became a prominent celebrity after playing her role in Ugramm, Ranna, Ricky, Neer Dose (film), Bharjari, Samhaara, Life Jothe Ondh Selfie, Bell Bottom, D/O Parvathamma and Bicchugatti – Chapter 1- Dalvayi Dange films.
",Haripriya
1012,,,"Harshika Poonacha is an Indian actress who mainly works in Kannada films and also in Konkani, Kodava, Telugu and Malayalam films. She rose to fame with the 2008 Kannada film PUC.
",Harshika Poonacha
1013,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Hazel_Keech_at_the_launch_of_%27Dongri_To_Dubai%27_book_%281%29.jpg,"Hazel Keech (born 1986/1987 (age 33–34)), also known by her married name Gurbasant Kaur,[1][2] is a British−Mauritian film actress and model who has appeared in Indian television programs and films. She has appeared in Billa and Bodyguard as well as in a Suzuki advertisement.[3] She danced in the Frankfinn Music remix item number, ""Kahin Pe Nigahaen"".[4] She appeared in the reality television programme Bigg Boss 7 in 2013.
",Hazel Keech
1014,29-12-1971,,"Heera is a former Indian film actress from 1991 to 1999. She has appeared in several Tamil, Malayalam, Telugu, Kannada and Hindi films.
",Heera Rajagopal
1015,21-11-1938,https://upload.wikimedia.org/wikipedia/commons/6/6c/Helen_at_Kallista_Spa_opening.jpg,"Helen Anne Richardson Khan (born Helen Anne Richardson on 21 November 1938), known mononymously as Helen, is an Indian film actress and dancer who is best known for her work in Hindi films. She has received two Filmfare awards and has appeared in over 700 films,[2] and is often cited as one of the most popular nautch dancers of her time.[3] In 2009, Helen was awarded with the Padma Shri by the Government of India.[4] She was the inspiration for four films and a book,[5] and is the second wife of veteran writer-producer Salim Khan.[6]
",Helen
1016,,,"Hema V. Bellur is an Indian film actress in the Kannada film industry, and a theatre artist in Karnataka, India.[4][5][6][7] Some of the notable films of Hema Bellur as an actress include Vaalee (2001), Kiladi (2000), Mysore Huli (2001) and Dumbee (2003).
",Hema Bellur
1017,,,"Hema Prabhath is an Indian film actress in the Kannada film industry.[4][2][3][5] Some of the films of Hema Prabhath as an actress include America! America!! (1995), Dore (1995), Ravimama (1999).
",Hema Prabhath
1018,,,"Hema Malini (born 16 October 1948) is an Indian actress, writer, director, producer, dancer and politician.[2] In 1962, she made her acting debut in the Tamil film Ithu Sathiyam. Malini first acted in a main role in Sapno Ka Saudagar (1968), and went on to feature in numerous Bollywood films, primarily as the lead actress. In most of her films, she starred opposite her husband Dharmendra and with Rajesh Khanna and Dev Anand.[3] Malini was initially promoted as the ""Dream Girl"", and in 1977 starred in a film of the same name.[3] She has played both comic and dramatic roles, as well as being a dancer.[4][5][6][7] She was one of the highest paid Indian actresses from 1976 to 1980.[8]
",Hema Malini
1019,09-05-1991,https://upload.wikimedia.org/wikipedia/commons/9/9d/Honey_Rose_2019.jpg,"Honey Rose Varghese (born 9 May 1991) is an Indian film actress, who predominantly appears in Malayalam films. She also appeared in a few Tamil, Kannada and Telugu films.[4][5][2]
",Honey Rose
1020,10-05-1981,https://upload.wikimedia.org/wikipedia/commons/6/6b/Hrishitaa_Bhatt_during_trailer_launch_of_the_film_%27Chal_Jaa_Bapu%27.jpg,"Hrishitaa Bhatt (born 10 May 1981), also spelled as Hrishita Bhat, is an Indian actress and model.[1] She debuted in the film Asoka (2001) opposite Shahrukh Khan, but it was Haasil (2003) that brought her fame. Bhatt got acclaimed for this role and appeared in films like Ab Tak Chhappan and Jigyaasa, thereafter. In 2008, she appeared in IshQ Bector's music video Daaku Daddy with Shakti Kapoor. She currently presents the famous Rangoli program in DD National. [2]
",Hrishitaa Bhatt
1021,28-07-1986,https://upload.wikimedia.org/wikipedia/commons/2/2c/Huma_Qureshi_graces_the_HT_Style_Awards_2018.jpg,"Huma Saleem Qureshi (pronounced [ɦuːmaː saˈleemː qureʃiː]; born 28 July 1986) is an Indian film actress and model, who has received three Filmfare Award nominations.[2]
",Huma Qureshi
1022,,,"Hebah Patel is an Indian actress and model who works in Kannada, Tamil, and Telugu films.[1]
",Hebah Patel
1023,,,"

Ilene Hamann (born 9 June 1984) is an actress and model from South Africa.[1]
",Ilene Hamann
1024,06-01-1971,https://upload.wikimedia.org/wikipedia/commons/3/31/Indrani_haldar_image.jpg,"DahanAnuBiyer PhoolSajhbatir RupkatharaJara Bristite BhijechhiloAngshumaner Chhobi
Takhan teish,
Faltu,
Debdas,
Kacher prithibi,
Banshiwala,
Sheth pathorer thala,
Lal darja,
Bonobhumi
",Indrani Haldar
1025,22-01-1988,https://upload.wikimedia.org/wikipedia/commons/d/dc/Iniya_W.jpg,"Shruti Sawant (born 22 January 1988), better known by her stage name Ineya, is an Indian film actress and model from Trivandrum, Kerala who predominantly appears in Malayalam and Tamil films. She won the Tamil Nadu State Film Award for Best Actress for her role in the Tamil film Vaagai Sooda Vaa (2011).
",Iniya
1026,,https://upload.wikimedia.org/wikipedia/commons/2/20/Isha_Chawla.jpg,"Isha Chawla is an Indian film actress, appearing primarily in Telugu films. Chawla made her debut in Tollywood with Prema Kavali opposite debutant Aadi under K. Vijaya Bhaskar's direction.[1][2]
",Isha Chawla
1027,29-09-1984,https://upload.wikimedia.org/wikipedia/commons/4/44/Isha_Sharvani_Backless.webp,"Isha Sharvani (born 29 September 1984 in Gujarat, India) is an Indian Contemporary dancer and actress. She is known for her stylistic Indian contemporary and aerial dance performances. She has also starred in Bollywood, Malayalam and Tamil movies.
",Isha Sharvani
1028,19-09-1976,https://upload.wikimedia.org/wikipedia/commons/c/c4/Eesha_Koppikhar3.jpg,"Isha Koppikar (born 19 September 1976) is an Indian actress, politician and model who has appeared in Hindi, Tamil, Telugu, Kannada, and Marathi films.[1]
",Isha Koppikar
1029,22-12-1987,https://upload.wikimedia.org/wikipedia/commons/4/46/Isha_Talwar_grace_GQ_Style_Awards_%2809%29_%28cropped%29.jpg,"Isha Talwar is an Indian film actress who predominantly works in Malayalam cinema and Hindi cinema, besides appearing in a few films in Tamil and Telugu cinema. She started out as a model and appeared in various commercials, and later made her film debut with the 2012 Malayalam film Thattathin Marayathu.
",Isha Talwar
1030,10-01-1990,https://upload.wikimedia.org/wikipedia/commons/f/f1/Aishwarya_Rajesh_at_Rummy_Audio_Launch.jpg,"Aishwarya Rajesh (born 10 January 1990) is an Indian film actress who has appeared in leading roles primarily in Tamil cinema as well as Telugu and Malayalam films with one  Hindi film. She started her career as television presenter in a comedy show called Asatha Povathu Yaaru? on Sun TV. After winning the reality show Maanada Mayilada, she made her debut in Neethana Avan (2010) and came into prominence after starring in Attakathi (2012) portraying the role of Amudha. Her first  Malayalam film was Jomonte Suvisheshangal opposite Dulquer Salmaan and she also acted with Nivin Pauly in her second Malayalam film Sakhavu. She made her Bollywood debut in 2017 through the film Daddy opposite to Arjun Rampal She acted in her two career breakthrough roles as Padma in Vetrimaran's Vada Chennai opposite to Dhanush and as a female cricketer in her solo film Kanaa. She received Tamil Nadu State Film Award for Best Actress for the 2014 film Kaaka Muttai at Tamil Nadu State Film Awards.[2]
",Iyshwarya Rajesh
1031,02-09-1990,https://upload.wikimedia.org/wikipedia/commons/6/6f/Izabelle_Leite.jpg,"Izabelle Leite (born 2 September 1990)[1] is a Brazilian actress and model.[2]
She works predominantly in the Indian film industry.
",Izabelle Leite
1032,01-11-1986,https://upload.wikimedia.org/wikipedia/commons/0/05/Ileana_D%27Cruz_grace_the_trailer_launch_of_Raid_%2816%29_%28cropped%29.jpg,"Ileana D'Cruz (born 1 November 1986)[1] is an Indian film actress who appears mainly in Telugu and Hindi films, but also in Tamil films.
",Ileana D'Cruz
1033,11-08-1985,https://upload.wikimedia.org/wikipedia/commons/5/5f/Jacqueline_FBA_2017.jpg,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress, former model, and the winner of the Miss Universe Sri Lanka pageant of 2006 who predominantly works in Bollywood. In 2009, she debuted in Bollywood with the movie Aladin and since then has established a career in the industry. Jacqueline is also known as the Jacq of hearts in India.[1][2][3][4] Born into a multiracial family of Canadian, Sri Lankan, and Malaysian descent, Fernandez was raised in Bahrain. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
",Jacqueline Fernandez
1034,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Jayabharathi_at_61st_FF_%28cropped%29.jpg,"Jayabharathi is an Indian actress who started her career at a young age of 13 in late 1968. She is a two-time winner of the Kerala State Film Award for best actress.[1]
",Jayabharathi
1035,09-09-1957,,"Jayachitra is an actress in South Indian films of the 1970's and 1980's, her work consisting mostly of Tamil and Telugu films.
",Jayachitra
1036,,,"Jayaram Jayalalithaa[b] (24 February 1948 – 5 December 2016) was an Indian politician and film actress who served six times as the Chief Minister of Tamil Nadu for over fourteen years between 1991 and 2016. From 1989 she was the general secretary of the All India Anna Dravida Munnetra Kazhagam (AIADMK), a Dravidian party whose cadre revered her as their Amma (mother) and Puratchi Thalaivi (revolutionary leader). Her critics in the media and the opposition accused her of fostering a personality cult and of demanding absolute loyalty from AIADMK legislators and ministers, who often publicly prostrated themselves before her.[7]
",Jayalalithaa
1037,,,"Jaya Bachchan (née Bhaduri; born on 9 April 1948) is an Indian film actress and politician. She is currently the Member of Parliament in Rajya Sabha from the Samajwadi Party, notably serving four terms since 2004. She is recognised as one of the finest Hindi film actresses of her time, particularly known for reinforcing a naturalistic style of acting in both mainstream and ""middle-of-the-road"" cinema.[2][3] During her career, she won nine Filmfare Awards: including three for Best Actress and three for Best Supporting Actress, which makes her the overall most-awarded performer in the female acting categories, along with Rani Mukerji. She was awarded the Filmfare Lifetime Achievement Award in 2007. In 1992, she was awarded the Padma Shri by the Government of India.[4]
",Jaya Bachchan
1038,,,"Rashtriya Lok Dal (2014)
[4]
",Jaya Prada
1039,,,"Jaya Seal is an Indian actress who has acted in several Indian languages. She has appeared in over 15 films.[2][3]
",Jaya Seal
1040,,,"Jayasudha Kapoor (born Sujatha Nidudavolu) is an Indian film actress who predominantly appears in Telugu cinema. She was also a former MLA for the Congress in Secunderabad. She has also worked in Tamil, Malayalam, Hindi and Kannada films. She has received seven state Nandi Awards of Andra Pradesh, and seven Filmfare Awards South.[1]
",Jayasudha
1041,,,"Jayamala (born 1955)[1] is an Indian actress and Indian politician. She served as the Minister for Women and Child Development and Empowerment of Differently Abled and Senior Citizens in the Government of Karnataka, by virtue of being a member of the Karnataka Legislative Council.[2] She served as the female president of the Karnataka Film Chamber of Commerce between 2008 and 2010.[3][4] Her popular Kannada films include Premada Kanike, Shankar Guru, Antha and Chandi Chamundi among several others. She has produced and acted in the award-winning Thaayi Saheba.
",Jayamala
1042,22-12-1958,,"Jayamalini (or Jaya Malini) is an Indian film actress who is famous for her vamp roles and item numbers.
",Jayamalini
1043,14-08-1983,,"Jennifer Kotwal is an Indian actress and model. She was an ace student and completed her studies with a degree in Economics at HR College, Mumbai.
",Jennifer Kotwal
1044,30-05-1985,https://upload.wikimedia.org/wikipedia/commons/d/d4/Jennifer_Winget_at_the_25th_SOL_Lions_Gold_Awards_2018_%2815%29_%28cropped%29.jpg,"Jennifer Winget (born 30 May 1985) is an Indian television actress known for her portrayal of Kumud Desai in Saraswatichandra, Maya Mehrotra in Beyhadh and Zoya Siddiqui in Bepannah.[4][5][6] In 2019, Winget played Maya Jaisingh in Sony TV's Beyhadh 2.
",Jennifer Winget
1045,,,"Jharna Bajracharya (Nepalese: झरना बज्राचार्य) is a Nepalese film actress. She was crowned Miss Nepal in 1997, at the age of sixteen.[1]
",Jharana Bajracharya
1046,20-02-1988,https://upload.wikimedia.org/wikipedia/commons/c/cf/Jiah_Khan_at_Stardust_Awards_2013.jpg,"Jiah Khan (born Nafisa Rizvi Khan, 20 February 1988 – 3 June 2013) was a British-American actress and singer who appeared in the Hindi films. She appeared in three Hindi films from 2007 to 2010 with three of the most successful actors of India cinema.[1]
",Jiya Khan
1047,24-12-1989,https://upload.wikimedia.org/wikipedia/en/f/ff/Jugnu_Ishiqui.jpg,"Sumann (earlier Suman Mishra,Jugnu Ishiqui )[1][2]  (born 24 December 1989) is an Indian actress, model, singer and a dancer.
",Jugnu Ishiqui
1048,13-11-1967,https://upload.wikimedia.org/wikipedia/commons/9/98/Juhi_Chawla_LFW-2017.jpg,"Juhi Chawla Mehta (born 13 November 1967) is an Indian actress, model, film producer, and the winner of the 1984 Miss India beauty pageant. One of the most popular Hindi film actresses from the late 1980s to the early 2000s, she is the recipient of two Filmfare Awards, and has been praised for her comedic timing and vivacious on-screen persona.[1][2][3][4]
",Juhi Chawla
1049,,https://upload.wikimedia.org/wikipedia/commons/d/dc/Juhi_Babbar_at_wedding_reception_of_Prateik_Babbar_2019.jpg,"Juhi Babbar (born 20 July) is an Indian film and television actress. She is also contributing to theatres both as actor and director.
",Juhi Babbar
1050,18-10-1977,https://upload.wikimedia.org/wikipedia/commons/7/77/Jyothika_Filmfare_2014.jpg,"Jyothika Saravanan (née Sadanah; born 18 October 1977) is an Indian actress who predominantly appears in Tamil films.[2][1] She also acted in some Telugu, Malayalam, Kannada and Hindi films.
",Jyothika
1051,19-06-1985,https://upload.wikimedia.org/wikipedia/commons/e/e2/Kajal_Aggarwal_on_the_sets_of_Queen_Kannada_remake.jpg,"Kajal Aggarwal (born 19 June 1985) is an Indian film actress and model. She has established a career in the  Tamil and Telugu film industries and has been nominated for four Filmfare Awards South.[4][5][6]
",Kajal Aggarwal
1052,,,"Kajal Kiran (born as Sunita Kulkarni,[1] also credited as Kaajal Kiran) is a former Indian actress and model, who appeared primarily in Hindi films, as well as acting in Malayalam, Kannada, and Tamil films. Kiran made her debut in 1977, and promptly established herself as a stable actress in Hindi cinema.[2] She appeared in over 40 films throughout her career, with Kiran playing supporting roles in a majority of them, occasionally playing the heroine or making guest appearances.
",Kajal Kiran
1053,,https://upload.wikimedia.org/wikipedia/en/f/fa/Kajjanbai-pic.jpg,"Jahanara Kajjan, also known as Kajjanbai (1915–1945), or ""Miss Kajjan"",[1] was an Indian singer and actress active during the 1920s and 1930s, often  referred to as the ""Nightingale of Bengal"".[2] 
The reigning queen of early Talkie movies glamorous movie sensation the trained classical singer, the fashion icon and the trendsetter, Jahanara Kajjan she was known as ‘Lark of Hindi cinema’ and the ‘Beautiful Nightingale of Bengal Screen’. She along with Master Nissar made  most sought after and popular singing pair of the stage and Films.
",Kajjanbai
1054,05-08-1974,https://upload.wikimedia.org/wikipedia/commons/2/29/Kajol_during_the_promotion_of_Tanhaji.jpg,"Kajol (born Kajol Mukherjee; 5 August 1974), also known by her married name Kajol Devgan, is an Indian film actress, who predominantly works in Hindi cinema. Born into the Mukherjee-Samarth family, she is the daughter of actress Tanuja Samarth and filmmaker Shomu Mukherjee. She is the recipient of numerous accolades, including six Filmfare Awards, and alongside her aunt Nutan, she holds the record for most Best Actress wins at the ceremony, with five. In 2011, the Government of India awarded her with Padma Shri, the fourth highest civilian honour of the country.
",Kajol
1055,10-01-1984,https://upload.wikimedia.org/wikipedia/commons/6/68/Kalki_Koechlin_launches_beautifulhomes.jpg,"Kalki Koechlin (/ˈkʌlki keɪˈklæ̃/ (listen); born 10 January 1984) is an actress and writer. Although a French citizen, she has lived most of her life in India. Known for her unconventional body of work in the Hindi film industry, she is the recipient of such accolades as a National Film Award, a Filmfare, and two Screen Awards.
",Kalki Koechlin
1056,,https://upload.wikimedia.org/wikipedia/en/8/85/Kalpana_kannada_actress.jpg,"Kalpana (18 July 1943 – 12 May 1979), born Sharat Lata, was a Kannada film actress. She was affectionately referred to as Minugu Taare (""A Shining Star"") among the film fraternity. She was widely recognised as one of the greatest actresses of Kannada cinema who enjoyed both fan following and critical acclaim. She made her screen debut as a lead actress in the 1963 release Saaku Magalu directed by veteran B. R. Pantulu. During a career that spanned from the early 1960s to the late 1970s, Kalpana appeared in numerous commercially successful as well as critically appreciated films, many of which featured her alongside actor Rajkumar. She worked in a few Tamil, Tulu, Malayalam and Telugu films as well.[1] Many of her successful films were female-centric, giving ample scope for her performance.
",Kalpana (Kannada actress)
1057,18-07-1946,https://upload.wikimedia.org/wikipedia/en/9/9d/Kalpana-Mohan-pic.jpg,"Kalpana (18 July 1946 – 4 January 2012), born Archana Mohan, was an Indian actress who worked in Hindi cinema in the 1960s. She appeared with Shammi Kapoor in the 1962 film Professor, with Shashi Kapoor and Kishore Kumar in Pyar Kiye Jaa (1966), with Dev Anand in Teen Devian, with Pradeep Kumar in Saheli and with Feroz Khan in Tasveer and Teesra Kaun. Daughter of revolutionary Avani Mohan, she was also an accomplished Kathak dancer trained under Pandit Shambhu Maharaj. She lived in Pune with her family.[1]
",Kalpana (Hindi Film actress)
1058,,,"Kalpana Priyadarshini (13 October 1965 – 25 January 2016), better known mononymously as Kalpana, was an Indian film actress who has appeared in South Indian films, predominantly in Malayalam and Tamil films. Kalpana has acted in over 300 films in various South Indian languages.[2]
",Kalpana (Malayalam actress)
1059,26-07-1956,,"Kalpana Iyer (born 26 July 1956) is an Indian actress, singer, and model, who is best known for her works in Hindi cinema throughout the 1980s and 1990s. She appeared in over 100 films, and is accredited for her performances in many item numbers, as well as for her supporting and guest roles in many films.
",Kalpana Iyer
1060,19-08-1931,https://upload.wikimedia.org/wikipedia/commons/a/a4/Kalpana_Karthik.jpg,"Kalpana Kartik (born Mona Singha; 19 August 1931) is a retired Hindi film actress. She starred in six films in the 1950s. She is the wife of Hindi film actor and film maker Late Dev Anand.
",Kalpana Kartik
1061,16-01-1927,https://upload.wikimedia.org/wikipedia/commons/d/d9/Kamini_Kaushal_in_December_2019_%28cropped%29.jpg,"Kamini Kaushal is a Hindi film and television actress, who is most noted for her roles in films such as Neecha Nagar (1946), which won the 1946 Palme d'Or (Golden Palm) at Cannes Film Festival and Biraj Bahu (1955), which won her the Filmfare Best Actress Award in 1955.[1] She played lead heroine in films from 1946 to 1963, wherein her roles in Do Bhai (1947), Shaheed (1948), Nadiya Ke Paar (1948), Ziddi (1948), Shabnam (1949), Paras (1949), Namoona (1949), Arzoo (1950), Jhanjar (1953), Aabroo (1956),  Bade Sarkar (1957), Jailor (1958), Night Club (1958) and Godaan (1963) are considered her career's best performances. She played character roles since 1963, and was critically acclaimed for her performance in Shaheed (1965). She appeared in three films of Rajesh Khanna, namely Do Raaste (1969), Prem Nagar (1974), Maha Chor (1976), in Anhonee (1973) with Sanjeev Kumar and in eight films with Manoj Kumar namely Shaheed, Upkar (1967), Purab Aur Paschim (1970), Shor (1972), Roti Kapda Aur Makaan (1974), Sanyasi (1975), Dus Numbri (1976) and Santosh (1989).
",Kamini Kaushal
1062,04-03-1980,https://upload.wikimedia.org/wikipedia/commons/1/10/KamalineeMukherjeeLatest.jpg,"Kamalinee Mukherjee is an Indian actress. She has predominantly appeared in Telugu films as well as Malayalam, Tamil, Hindi, Bengali and Kannada language films.
",Kamalinee Mukherjee
1063,11-12-1985,https://upload.wikimedia.org/wikipedia/commons/c/cf/South_Indian_actress_Kamna_Jethmalani%27s_photo-shoot_%284%29.jpg,"Kamna Jethmalani is an Indian film actress. She debuted in 2005 with the Telugu film Premikulu and had her first commercial success with her third feature film Ranam. Subsequently, she played the lead role in a number of Telugu-language films, while also debuting and appearing in Tamil, Malayalam and Kannada films.
",Kamna Jethmalani
1064,14-07-1973,,"Kanaka Mahalakshmi, mononymously known as Kanaka, (14 june 1973) is an Indian film actress active in the Indian film industry during the late 80s to current. She is the daughter of legendary actress Devika and granddaughter of Telugu cinema's first talking film producer Raghupathi Venkaiah Naidu.
",Kanaka
1065,,,"T. Kanakam (c. 1927 – 21 July 2015) was an Indian Telugu drama and film actress and singer between the 1940s and 1960s. She acted in some of the best known and most popular hit films of that period.[1]
",Kanakam
1066,16-08-1939,,"Puranam Vasundhara devi, known by her stage name Kanchana (born 16 August 1939) is a noted Indian actress of the 1960s, 1970s and 1980s. She acted in all four major south Indian languages: Telugu, Tamil, Kannada, and Malayalam, as well as in a few Hindi films.[1][2]
",Kanchana
